text,emotion,emotion_label_1,emotion_label_2,combined_emotions_list
OMG I can't believe we're finally going on that adventure! I've been waiting for this for ages! 😍 I'm so excited and eager to see what's in store for us. Let's make some amazing memories together! 💥,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going on that hike we've been planning for months! I'm so excited and nervous at the same time 😅 Can't wait to hit the trails and enjoy the beautiful scenery together!,"anticipation, excitement",anticipation,excitement,['excitement']
"OMG I can't believe we're finally going on that trip next week! I've been counting down the days for months 😍🎉 I swear, this is going to be the best adventure ever!","anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going to that concert tonight! I've been anticipating this for weeks and I'm so excited to see our favorite band live. It's going to be a night to remember 🎉🎶,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going to that concert tonight! I've been waiting for this for ages and I'm so excited! The anticipation is killing me 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going to that concert tonight! 😍 I've been waiting months for this and I'm so ready to dance the night away. It's going to be EPIC!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going to the concert tonight! I've been waiting for this for ages and I'm so excited! The anticipation is killing me 😍 Can't wait to see our favorite band live on stage!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going to the concert tonight! I've been waiting for this for ages! I'm so excited and anticipating an amazing time 🎉🎶,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going to the concert tonight! I've been waiting for this moment since forever 🎉 I'm so excited to see my favorite band live and let loose with all my friends 💃🏼 Can't wait to rock out with y'all!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going to the concert! I've been waiting for this moment for ages! 😍 Can't wait to see them perform live and sing along to our favorite songs 🎶,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for our adventure next week! I'm so excited 😍 It's going to be epic! 💥 Can't wait to explore new places and make memories with you 🤩,"anticipation, excitement",anticipation,excitement,['excitement']
"OMG I can't wait for our trip next week! 😍 The excitement is killing me! 🤩 It's going to be amazing, I just know it! 💕","anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the concert next week! I've been listening to that band nonstop and I know it's going to be an amazing show 🎉🔥 Can't believe I get to see them live finally! 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the concert tonight! I've been listening to that band nonstop and I know it's going to be a total blast 🎉🎶 Can't believe we finally get to see them live! 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the concert tonight! I've been listening to this band non-stop and I know it's going to be an epic show 🤩 I feel like I'm going to burst into song and dance at any moment 🎶 Excited doesn't even begin to cover it!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the concert tonight! 🎉 I've been listening to that band nonstop and I'm so pumped to see them live. It's going to be a night to remember 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the concert tonight! 🎉 The lineup looks amazing and I know it's gonna be a blast! 🔥 Let's make sure to get there early to grab a good spot 🎨,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the party tonight! It's going to be so lit 🔥🎉 Can't believe we finally get to let loose and have fun after all that work 💪🏼,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the party tonight! It's going to be so lit 🔥🎉 I've been counting down the hours and my excitement is through the roof 😍 Can't wait to see everyone and dance the night away 💃🏽,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the weekend! We're going to have so much fun 😍 Can't stop thinking about it 🤩,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for the weekend! 😍 I'm so excited to hang out with you and make some amazing memories 💖 Let's make sure to capture everything on camera so we can relive them later 📸,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for tonight! The concert is going to be EPIC 🤩 Can you feel the excitement in the air? 💥 It's going to be a night to remember 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for tonight! 🎉 I'm so excited for the concert 🎶 It's going to be epic!!!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for tonight! 🎉 The concert is going to be EPIC and I know we're going to have so much fun 😍 Can't believe it's finally here! 🕺🏼,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for tonight! 😍 I've been counting down the hours and it's finally here! 🎉 Let's make this night unforgettable! 💃🏽🕺🏻,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for tonight! 😍 The concert is going to be EPIC and I'm so excited to see my fav band live! 🎉 Let's make this night unforgettable 💥,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for tonight! 😍 The concert is going to be lit and I'm so excited to see my favorite band live! 🎉 It's going to be a night to remember! 💥,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't wait for tonight! 😍 You know what happens... 🤔 Can you guess? 😏,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can you believe it's finally happening?! I've been waiting for this day for ages! 😍 I'm so excited and anxious at the same time 🤔 Can't wait to see what's in store for us!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can you believe we're finally going on that trip?! I've been counting down for ages and I'm so excited 😍 The anticipation is killing me! 😅 Can't wait to experience it all with you!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can you believe we're finally going to the concert tonight?! I've been waiting for this for ages and I'm so excited! The anticipation is killing me 😂 Let's make this night unforgettable 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't believe we're finally going on that road trip together! I've been counting down the days for what feels like forever 😍🚗 Can't wait to hit the open road and make some unforgettable memories with you 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for our weekend adventure! I'm so excited to explore that new hiking trail and enjoy some quality time together 😍 It's going to be epic!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for the concert tonight! I'm so excited to see my favorite band live 🎉🎶 Can we get there early to grab a good spot? 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for the concert tonight! I'm so excited to see my favorite band live 🎉🎶 Hopefully the venue is packed and we can mosh pit like crazy 🤘,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for the concert tonight! I've been listening to that band nonstop and I know it's gonna be an epic performance 🎉🎶 Excited doesn't even cover it! 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for the weekend! Planning on hitting the beach with my squad and soaking up the sun 🌞🏖️ Excited for some well-deserved R&R after a busy week 💆‍♀️😎,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for the weekend! 😍 Heard you're having a party and I'm so down to hang out and dance the night away! 💃🏽 Let's make it a night to remember! 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for the weekend! 😍 I've been counting down the days and it's finally here! 🎉 Gonna be a blast!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for tonight! 🎉 I've been counting down the hours and it's finally here! 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for tonight! 😍 Finally getting to see you after so long! 💕 It's going to be an amazing night 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG can't wait for tonight! 😍 I'm so excited to see you and catch up. It feels like ages since we last hung out 🙃 Let's make this a night to remember! 💃🏽,"anticipation, excitement",anticipation,excitement,['excitement']
